Role,Invested in Real Estate,Extra Hours,Invested in Stock Market,Favourite Sport,Gender,Languages Known,Sport Knowledge (in XP),Average no. of leaves/month,Trades Done,Married(1/0),Level of Education,Occupation,Pay,ID Proof,Most Productive Hour,Tax Category,Income Category,Employer,Tax Paid,Id
Part-time,Ocean Side,Unpaid,Tesla,None,female,2,42.0,0,44,1,Masters,0,,Driving License,8,219,2.0,Vision-Analytics,26237,5091
Part-time,Ocean Side,Unpaid,Tesla,,female,4,16.0,0,25,1,Graduation,7,65.73,Driving License,8,124,2.0,Vision-Analytics,20361,5092
Full-time,Ocean Side,Paid,Tesla,,female,4,,1,30,-1,Graduation,3,608.73,Driving License,8,498,2.0,Vision-Analytics,31896,5094
Part-time,,Paid,Tesla,badminton,male,1,54.0,0,35,0,Graduation,7,,Driving License,8,270,2.0,,29580,5096
Part-time,Ocean Side,Paid,Tesla,soccer,female,1,43.0,2,35,0,High School,7,816.73,Driving License,8,278,2.0,Vision-Analytics,13201,5097
Part-time,Ocean Side,Paid,Tesla,,male,4,72.0,0,29,0,Graduation,7,3571.73,Driving License,8,172,2.0,Vision-Analytics,37211,5098
Part-time,Ocean Side,Unpaid,Tesla,None,female,3,14.0,2,32,1,Graduation,7,,Driving License,8,172,2.0,Vision-Analytics,45076,5100
Part-time,Ocean Side,Paid,Tesla,basketball,male,3,67.0,3,30,0,High School,7,98.73,Driving License,8,113,2.0,Vision-Analytics,27903,5101
Part-time,Ocean Side,Paid,Tesla,,male,3,77.0,1,34,1,High School,7,293.73,Driving License,8,84,2.0,Vision-Analytics,16898,5102
Part-time,Ocean Side,Paid,Tesla,None,female,1,,2,31,0,Graduation,7,536.73,Driving License,8,203,2.0,,35771,5103
Part-time,,Unpaid,Tesla,soccer,female,3,31.0,5,25,1,Graduation,3,665.73,Driving License,8,289,2.0,Vision-Analytics,33597,5104
Part-time,Ocean Side,Unpaid,Tesla,,male,1,25.0,5,30,1,Graduation,4,,Driving License,8,195,2.0,Vision-Analytics,38731,5106
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,74.0,2,51,0,Graduation,7,1086.73,Driving License,8,20,2.0,Vision-Analytics,10096,5107
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,1.0,5,37,0,Masters,0,2544.73,Driving License,8,572,2.0,Vision-Analytics,18608,5108
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,47.0,5,46,0,High School,7,,Driving License,8,245,2.0,,33080,5110
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,70.0,0,36,0,Graduation,7,1197.73,Driving License,8,105,2.0,Vision-Analytics,18363,5111
Full-time,,Paid,Tesla,basketball,male,1,,5,31,0,High School,7,513.73,Driving License,8,370,2.0,Vision-Analytics,31183,5112
Part-time,Ocean Side,Paid,Tesla,soccer,male,4,96.0,5,28,0,High School,7,1590.73,Driving License,8,392,2.0,Vision-Analytics,44418,5114
Part-time,Ocean Side,Paid,Tesla,polo,male,4,34.0,1,37,0,High School,7,2276.73,Driving License,8,226,2.0,Vision-Analytics,34766,5115
Full-time,Ocean Side,Paid,Tesla,,female,2,75.0,1,31,0,Graduation,4,1219.73,Driving License,8,160,2.0,Vision-Analytics,43333,5116
Full-time,Country Side,Paid,Tesla,polo,female,1,88.0,2,44,1,Graduation,7,273.73,Driving License,8,24,2.0,,32162,5117
Full-time,Ocean Side,Paid,Tesla,,female,4,68.0,2,30,0,Graduation,7,1193.73,Driving License,8,132,2.0,Vision-Analytics,14314,5118
Full-time,,Unpaid,Tesla,badminton,male,2,47.0,4,26,1,Graduation,6,153.27,Driving License,8,962,2.0,Vision-Analytics,38317,5120
Full-time,Country Side,Unpaid,Tesla,basketball,female,2,31.0,3,31,1,Masters,4,9147.73,Driving License,8,149,2.0,Vision-Analytics,48998,5122
Part-time,Ocean Side,Paid,Tesla,swimming,female,4,79.0,5,30,1,Masters,0,2029.73,Driving License,8,203,2.0,,32552,5124
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,2,12.0,4,29,0,Masters,0,5197.73,Driving License,8,386,2.0,Vision-Analytics,43460,5125
Full-time,Ocean Side,Paid,Tesla,polo,male,3,76.0,2,32,0,Graduation,7,633.73,Driving License,8,63,2.0,Vision-Analytics,45980,5127
Part-time,,Unpaid,Tesla,badminton,female,3,63.0,5,30,0,Graduation,6,528.73,Driving License,8,83,2.0,Vision-Analytics,25614,5128
Part-time,Ocean Side,Paid,Tesla,cricket,female,3,91.0,0,29,0,Graduation,4,783.73,Driving License,8,114,2.0,,42925,5131
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,28.0,0,28,0,,7,471.73,Driving License,8,146,2.0,Vision-Analytics,21842,5132
Part-time,Ocean Side,Paid,Tesla,polo,female,1,23.0,5,29,1,Masters,0,25143.73,Driving License,8,631,2.0,Vision-Analytics,17210,5133
Full-time,Ocean Side,Paid,Tesla,None,female,1,9.0,5,31,1,Graduation,3,2052.73,Driving License,8,172,2.0,Vision-Analytics,21631,5135
Full-time,,Unpaid,Tesla,None,male,3,84.0,1,29,0,Graduation,4,862.73,Driving License,8,148,2.0,Vision-Analytics,46610,5136
Full-time,Ocean Side,Paid,Tesla,None,female,1,82.0,2,26,1,Graduation,6,388.73,Driving License,8,63,2.0,,40719,5138
Full-time,Ocean Side,Paid,Tesla,None,female,1,,0,34,0,Graduation,8,625.73,Driving License,8,136,2.0,Vision-Analytics,42719,5139
Part-time,Ocean Side,Paid,Tesla,soccer,female,1,63.0,4,36,1,Graduation,7,1018.73,Driving License,8,278,2.0,Vision-Analytics,45265,5140
Part-time,Ocean Side,Paid,Tesla,None,male,1,70.0,0,29,1,Graduation,6,902.73,Driving License,8,366,2.0,Vision-Analytics,37919,5142
Full-time,,Paid,Jio,cricket,male,2,11.0,4,35,1,Graduation,4,,Driving License,8,796,2.0,Vision-Analytics,44764,5144
Part-time,Ocean Side,Unpaid,Tesla,polo,male,1,74.0,1,34,-1,Graduation,3,217.27,Driving License,8,668,2.0,,12957,5145
Part-time,Ocean Side,Paid,Tesla,soccer,male,3,63.0,2,29,1,Graduation,7,273.73,Driving License,8,394,2.0,Vision-Analytics,28016,5146
Part-time,Ocean Side,Paid,Tesla,swimming,female,4,54.0,1,32,0,Graduation,6,559.73,Driving License,8,700,2.0,Vision-Analytics,23587,5147
Part-time,Ocean Side,Paid,Tesla,,male,3,,0,32,0,Masters,0,4443.73,Driving License,8,932,2.0,Vision-Analytics,13084,5148
Full-time,Country Side,Paid,Tesla,polo,female,4,0.0,4,29,1,Masters,3,79.73,Driving License,8,162,2.0,Vision-Analytics,13746,5150
Full-time,,Paid,Tesla,soccer,male,1,81.0,2,32,1,High School,7,518.73,Driving License,8,18,2.0,,28090,5152
Full-time,Ocean Side,Paid,Tesla,soccer,female,4,21.0,1,33,1,High School,7,322.73,Driving License,8,231,2.0,Vision-Analytics,31068,5153
Part-time,Ocean Side,Paid,Tesla,cricket,male,4,,3,42,0,High School,10,1052.73,Driving License,8,230,2.0,Vision-Analytics,18110,5157
Full-time,Ocean Side,Unpaid,Tesla,badminton,female,4,51.0,5,21,1,High School,7,1238.73,Driving License,8,1158,2.0,Vision-Analytics,16333,5158
Full-time,Ocean Side,Unpaid,Tesla,basketball,male,4,93.0,4,47,0,Graduation,7,1186.73,Driving License,8,175,2.0,Vision-Analytics,27360,5161
Part-time,Ocean Side,Paid,Jio,basketball,male,1,78.0,1,36,0,Graduation,7,895.73,Driving License,8,608,2.0,Vision-Analytics,26232,5162
Part-time,Ocean Side,Paid,Tesla,,female,2,18.0,5,49,0,Graduation,0,413.73,Driving License,8,42,2.0,Vision-Analytics,48116,5163
Full-time,Ocean Side,Paid,Tesla,,female,3,46.0,1,37,0,Graduation,4,4714.73,Driving License,8,83,2.0,Vision-Analytics,16832,5165
Part-time,Ocean Side,Unpaid,Tesla,soccer,female,1,,5,29,0,Graduation,7,1411.73,Driving License,8,251,2.0,,48011,5166
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,4,58.0,1,35,1,Masters,0,,Driving License,8,69,2.0,Vision-Analytics,15068,5167
Part-time,,Unpaid,Tesla,polo,female,3,54.0,2,25,0,Graduation,4,126.73,Driving License,8,236,2.0,Vision-Analytics,32958,5168
Full-time,Ocean Side,Paid,Tesla,basketball,female,2,37.0,2,30,0,High School,7,432.73,Driving License,8,204,2.0,Vision-Analytics,18678,5169
Part-time,Ocean Side,Paid,Tesla,swimming,female,4,19.0,2,32,0,High School,7,609.73,Driving License,8,710,2.0,Vision-Analytics,38835,5170
Part-time,Ocean Side,Paid,Tesla,soccer,female,3,29.0,5,44,0,Graduation,7,2446.73,Driving License,8,95,2.0,Vision-Analytics,48607,5171
Part-time,Ocean Side,Paid,Tesla,None,male,3,61.0,3,35,0,High School,7,1728.73,Driving License,8,162,2.0,Vision-Analytics,45152,5172
Full-time,Ocean Side,Paid,Tesla,swimming,female,4,84.0,0,34,0,Graduation,7,712.73,Driving License,8,257,2.0,,22728,5173
Part-time,Country Side,Paid,Tesla,badminton,female,3,,3,29,1,High School,7,6.269999999999981,Driving License,8,278,2.0,Vision-Analytics,32806,5175
Part-time,Ocean Side,Paid,Tesla,None,female,4,28.0,0,31,-1,Graduation,4,4642.73,Driving License,8,430,2.0,Vision-Analytics,12458,5177
Part-time,Ocean Side,Paid,Tesla,cricket,male,3,39.0,4,28,1,Graduation,7,417.73,Driving License,8,199,2.0,Vision-Analytics,29291,5178
Part-time,Ocean Side,Unpaid,Tesla,polo,male,2,86.0,2,28,1,Graduation,7,1179.73,Driving License,8,215,2.0,Vision-Analytics,33231,5181
Full-time,Country Side,Paid,Tesla,badminton,male,1,98.0,4,47,0,Graduation,7,1841.73,Driving License,8,203,2.0,Vision-Analytics,39747,5182
Part-time,Country Side,Paid,Tesla,None,female,2,54.0,4,54,0,Graduation,3,4057.73,Driving License,8,669,2.0,Vision-Analytics,24480,5185
Part-time,Ocean Side,Unpaid,Tesla,None,female,4,42.0,4,25,1,High School,7,1791.73,Driving License,8,697,2.0,,45271,5187
Full-time,Ocean Side,Paid,Tesla,polo,female,3,98.0,3,45,0,,6,5095.73,Driving License,8,151,2.0,Vision-Analytics,35957,5188
Full-time,Ocean Side,Paid,Tesla,soccer,male,4,47.0,1,33,0,Graduation,6,273.73,Driving License,8,187,2.0,Vision-Analytics,20701,5189
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,28.0,4,28,0,High School,7,1296.73,Driving License,8,165,2.0,Vision-Analytics,42255,5191
Full-time,,Paid,Tesla,,male,4,15.0,4,46,0,Masters,0,4464.73,Driving License,8,360,2.0,Vision-Analytics,24673,5192
Full-time,Ocean Side,Paid,Tesla,basketball,female,4,,2,37,1,Graduation,2,2918.73,Driving License,8,336,2.0,Vision-Analytics,27581,5193
Full-time,Ocean Side,Paid,Jio,soccer,female,4,16.0,5,31,0,Graduation,7,273.73,Driving License,8,518,2.0,,40887,5194
Part-time,Ocean Side,Paid,Tesla,basketball,male,1,91.0,0,31,0,High School,7,1438.73,Driving License,8,417,2.0,Vision-Analytics,13477,5196
Full-time,Ocean Side,Paid,Tesla,None,female,3,37.0,3,35,0,Masters,0,685.73,Driving License,8,107,2.0,Vision-Analytics,18979,5197
Full-time,Country Side,Paid,Tesla,polo,female,1,21.0,3,34,0,High School,7,128.27,Driving License,8,170,2.0,Vision-Analytics,27505,5199
Full-time,,Paid,Tesla,,male,2,79.0,1,35,0,Masters,0,2086.73,Driving License,8,288,2.0,Vision-Analytics,26497,5200
Full-time,Ocean Side,Paid,Tesla,polo,female,4,28.0,3,30,1,Masters,0,1442.73,Driving License,8,319,2.0,,42451,5201
Full-time,Ocean Side,Paid,Tesla,None,male,1,,1,24,1,Graduation,8,273.73,Driving License,8,336,2.0,Vision-Analytics,49591,5202
Part-time,Ocean Side,Paid,Tesla,swimming,male,3,47.0,4,31,0,High School,7,784.73,Driving License,8,301,2.0,Vision-Analytics,24314,5203
Full-time,Ocean Side,Paid,Tesla,swimming,male,2,58.0,0,44,0,High School,7,601.73,Driving License,8,523,2.0,Vision-Analytics,36751,5204
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,42.0,0,25,1,Graduation,6,532.73,Driving License,8,75,2.0,Vision-Analytics,44590,5205
Part-time,Ocean Side,Paid,Tesla,cricket,female,2,20.0,2,34,0,Graduation,4,6175.73,Driving License,8,216,2.0,Vision-Analytics,33365,5207
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,92.0,5,33,0,Graduation,3,2511.73,Driving License,8,39,2.0,Vision-Analytics,48529,5210
Full-time,Ocean Side,Paid,Tesla,badminton,male,1,,0,26,1,Graduation,1,404.73,Driving License,8,404,2.0,Vision-Analytics,48005,5211
Part-time,Ocean Side,Paid,Tesla,None,female,1,61.0,0,33,1,Graduation,7,1046.73,Driving License,8,133,2.0,Vision-Analytics,43591,5212
Part-time,Ocean Side,Unpaid,Tesla,badminton,male,4,55.0,0,28,1,Graduation,6,672.73,Driving License,8,155,2.0,Vision-Analytics,17078,5213
Full-time,Country Side,Unpaid,Tesla,,male,2,80.0,4,50,0,Graduation,0,446.73,Driving License,8,45,2.0,Vision-Analytics,32130,5214
Part-time,Ocean Side,Paid,Tesla,None,female,1,89.0,1,34,1,Graduation,7,963.73,Driving License,8,83,2.0,,37275,5215
Full-time,,Paid,Tesla,soccer,female,2,38.0,4,37,0,High School,6,1874.73,Driving License,8,198,2.0,Vision-Analytics,18503,5216
Part-time,Ocean Side,Paid,Tesla,swimming,male,4,38.0,5,37,0,Graduation,7,712.73,Driving License,8,211,2.0,Vision-Analytics,26413,5217
Part-time,Ocean Side,Paid,Tesla,polo,male,3,61.0,0,31,0,Graduation,0,3405.73,Driving License,8,347,2.0,Vision-Analytics,38690,5218
Part-time,Ocean Side,Paid,Tesla,basketball,female,4,,4,27,0,Graduation,3,538.73,Driving License,8,326,2.0,Vision-Analytics,35518,5220
Part-time,Ocean Side,Paid,Tesla,polo,female,3,61.0,0,35,1,Graduation,4,636.73,Driving License,8,107,2.0,Vision-Analytics,29444,5221
Full-time,Ocean Side,Paid,Tesla,swimming,female,4,77.0,1,41,0,Graduation,4,8814.73,Driving License,8,256,2.0,,18820,5222
Part-time,,Unpaid,Tesla,,male,4,23.0,1,31,1,Masters,4,867.73,Driving License,8,146,2.0,Vision-Analytics,10614,5224
Part-time,Country Side,Unpaid,Tesla,swimming,male,1,51.0,0,30,0,Graduation,7,371.73,Driving License,8,171,2.0,Vision-Analytics,11145,5225
Full-time,Ocean Side,Paid,Tesla,badminton,male,1,40.0,2,52,-1,Graduation,7,735.73,Driving License,8,257,2.0,Vision-Analytics,37687,5226
Full-time,Ocean Side,Paid,Tesla,swimming,female,1,6.0,1,31,1,Graduation,7,645.73,Driving License,8,89,2.0,Vision-Analytics,14857,5227
Full-time,Ocean Side,Paid,Tesla,cricket,female,4,91.0,2,31,1,Graduation,3,1494.73,Driving License,8,242,2.0,Vision-Analytics,30111,5228
Full-time,Ocean Side,Paid,Tesla,,male,1,27.0,5,31,0,Graduation,4,,Driving License,8,268,2.0,Vision-Analytics,32784,5231
Full-time,,Paid,Tesla,swimming,male,4,29.0,1,30,0,Graduation,4,860.73,Driving License,8,200,2.0,Vision-Analytics,21337,5232
Full-time,Ocean Side,Paid,Tesla,swimming,male,1,73.0,2,32,0,Graduation,4,729.73,Driving License,8,618,2.0,Vision-Analytics,35856,5235
Full-time,Ocean Side,Paid,Jio,basketball,male,1,29.0,3,33,0,High School,7,1267.73,Driving License,8,1346,2.0,,47358,5236
Full-time,Ocean Side,Unpaid,Tesla,cricket,female,3,,3,31,0,Graduation,7,1411.73,Driving License,8,506,2.0,Vision-Analytics,34589,5238
Full-time,Ocean Side,Paid,Tesla,None,female,3,2.0,2,29,0,Graduation,7,633.73,Driving License,8,392,2.0,Vision-Analytics,47318,5239
Full-time,,Unpaid,Tesla,None,male,4,86.0,1,30,0,Masters,0,3010.73,Driving License,8,35,2.0,Vision-Analytics,40513,5240
Part-time,Ocean Side,Paid,Tesla,basketball,female,1,50.0,4,34,0,Masters,0,8837.73,Driving License,8,122,2.0,Vision-Analytics,25136,5241
Full-time,Ocean Side,Unpaid,Tesla,None,male,4,27.0,1,28,1,Graduation,7,708.73,Driving License,8,125,2.0,Vision-Analytics,26080,5242
Part-time,Ocean Side,Paid,Tesla,soccer,female,1,18.0,3,29,1,Graduation,4,1459.73,Driving License,8,133,2.0,Vision-Analytics,22839,5245
Part-time,Ocean Side,Paid,Tesla,None,male,2,19.0,0,30,0,High School,7,1534.73,Driving License,8,129,2.0,Vision-Analytics,32707,5246
Full-time,Ocean Side,Paid,Tesla,cricket,male,2,54.0,4,33,1,Graduation,4,11696.73,Driving License,8,104,2.0,Vision-Analytics,32961,5249
Part-time,Ocean Side,Paid,Jio,basketball,male,2,49.0,3,33,-1,Masters,1,1627.73,Driving License,8,733,2.0,Vision-Analytics,18421,5251
Full-time,Ocean Side,Paid,Tesla,swimming,male,1,70.0,5,27,0,Masters,1,1024.73,Driving License,8,118,2.0,Vision-Analytics,15297,5252
Part-time,Ocean Side,Unpaid,Tesla,badminton,female,2,90.0,5,35,0,Graduation,7,726.73,Driving License,8,95,2.0,Vision-Analytics,14984,5254
Part-time,Ocean Side,Paid,Tesla,,female,3,29.0,3,30,0,Masters,4,1402.73,Driving License,8,186,2.0,Vision-Analytics,23762,5255
Part-time,,Paid,Tesla,swimming,male,1,,1,31,0,High School,8,510.73,Driving License,8,86,2.0,Vision-Analytics,24977,5256
Full-time,Ocean Side,Paid,Tesla,,male,2,76.0,4,35,0,Graduation,4,273.73,Driving License,8,409,2.0,Vision-Analytics,10883,5258
Part-time,Ocean Side,Paid,Tesla,swimming,female,3,44.0,1,31,0,High School,7,665.73,Driving License,8,299,2.0,Vision-Analytics,43121,5259
Full-time,Ocean Side,Paid,Tesla,soccer,male,3,87.0,0,32,0,High School,7,2763.73,Driving License,8,189,2.0,Vision-Analytics,25264,5260
Part-time,Ocean Side,Paid,Tesla,cricket,female,3,28.0,1,35,1,Graduation,4,6987.73,Driving License,8,87,2.0,Vision-Analytics,34492,5261
Full-time,Ocean Side,Paid,Tesla,basketball,female,4,40.0,3,32,0,Graduation,4,1737.73,Driving License,8,347,2.0,Vision-Analytics,14277,5263
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,,4,29,0,Graduation,7,987.73,Driving License,8,251,2.0,Vision-Analytics,30691,5265
Full-time,Ocean Side,Paid,Tesla,cricket,female,3,90.0,5,31,0,High School,7,736.73,Driving License,8,227,2.0,Vision-Analytics,21734,5266
Part-time,Ocean Side,Unpaid,Tesla,soccer,male,1,,1,38,0,Graduation,1,1789.73,Driving License,8,370,2.0,Vision-Analytics,10284,5267
Part-time,Ocean Side,Paid,Tesla,,female,2,8.0,5,29,1,Graduation,7,782.73,Driving License,8,180,2.0,Vision-Analytics,21755,5268
Full-time,Ocean Side,Paid,Tesla,cricket,male,1,82.0,5,28,0,Graduation,4,480.73,Driving License,8,69,2.0,Vision-Analytics,12637,5269
Part-time,Ocean Side,Paid,Tesla,polo,male,2,47.0,1,28,1,Masters,0,4240.73,Driving License,8,531,,Vision-Analytics,11989,5270
Part-time,Ocean Side,Paid,Tesla,badminton,female,1,68.0,5,35,0,High School,7,3790.73,Driving License,8,442,2.0,,24226,5271
Part-time,,Paid,Tesla,None,female,3,67.0,5,36,0,Graduation,6,708.73,Driving License,8,190,2.0,Vision-Analytics,41240,5272
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,97.0,3,31,0,Graduation,7,6500.73,Driving License,8,73,2.0,Vision-Analytics,25973,5273
Full-time,Ocean Side,Paid,Tesla,basketball,female,3,56.0,1,33,-1,Graduation,6,667.73,Driving License,8,151,2.0,Vision-Analytics,48545,5275
Full-time,Ocean Side,Paid,Jio,,male,3,22.0,3,28,1,Graduation,7,512.73,Driving License,8,782,2.0,Vision-Analytics,38118,5276
Full-time,Ocean Side,Paid,Tesla,,male,4,60.0,1,38,0,High School,7,235.27,Driving License,8,295,2.0,Vision-Analytics,17616,5277
Full-time,Country Side,Paid,Tesla,badminton,female,2,21.0,4,30,1,Masters,0,11588.73,Driving License,8,283,2.0,Vision-Analytics,22122,5279
Full-time,Ocean Side,Paid,Tesla,cricket,female,4,55.0,1,28,1,Graduation,6,1922.73,Driving License,8,203,2.0,Vision-Analytics,14424,5281
Part-time,Ocean Side,Paid,Tesla,badminton,male,1,51.0,0,32,1,Graduation,6,357.73,Driving License,8,296,2.0,Vision-Analytics,43092,5282
Part-time,Ocean Side,Unpaid,Jio,soccer,male,3,,5,28,0,Graduation,7,551.73,Driving License,8,1070,2.0,Vision-Analytics,24792,5283
Full-time,Ocean Side,Paid,Tesla,cricket,male,1,80.0,4,29,0,Graduation,4,5214.73,Driving License,8,501,2.0,,40254,5285
Part-time,Ocean Side,Paid,Tesla,soccer,male,2,20.0,4,32,-1,Graduation,7,4071.73,Driving License,8,485,2.0,Vision-Analytics,13104,5286
Part-time,,Paid,Tesla,badminton,male,3,73.0,0,30,1,Graduation,0,241.73,Driving License,8,136,2.0,Vision-Analytics,42490,5288
Part-time,Ocean Side,Unpaid,Tesla,swimming,female,2,73.0,0,29,1,Graduation,3,953.73,Driving License,8,149,2.0,Vision-Analytics,34850,5291
Part-time,Ocean Side,Paid,Tesla,badminton,female,4,,1,35,-1,Masters,3,4576.73,Driving License,8,165,2.0,,39999,5292
Part-time,Ocean Side,Paid,Tesla,,female,1,22.0,4,30,1,Masters,0,3323.73,Driving License,8,295,2.0,Vision-Analytics,43152,5293
Part-time,Ocean Side,Paid,Tesla,swimming,female,3,68.0,4,32,0,Graduation,7,1023.73,Driving License,8,201,2.0,Vision-Analytics,29856,5294
Part-time,,Paid,Tesla,,female,2,73.0,2,33,1,Masters,0,916.73,Driving License,8,319,2.0,Vision-Analytics,15027,5296
Part-time,Ocean Side,Paid,Tesla,swimming,male,2,,4,30,0,High School,7,970.73,Driving License,8,697,2.0,Vision-Analytics,16521,5301
Full-time,Ocean Side,Paid,Tesla,swimming,female,3,19.0,5,28,0,High School,7,868.73,Driving License,8,228,2.0,Vision-Analytics,30445,5303
Part-time,,Paid,Tesla,cricket,female,1,62.0,4,28,1,Masters,0,1516.73,Driving License,8,132,2.0,Vision-Analytics,38707,5304
Full-time,Ocean Side,Unpaid,Tesla,soccer,female,4,80.0,0,39,0,Masters,1,52.27,Driving License,8,83,2.0,Vision-Analytics,40539,5305
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,4.0,4,31,0,Masters,0,18219.73,Driving License,8,253,2.0,,49520,5306
Part-time,Ocean Side,Paid,Tesla,basketball,male,1,,3,31,1,Graduation,4,450.73,Driving License,8,290,2.0,Vision-Analytics,27117,5310
Full-time,Ocean Side,Paid,Tesla,badminton,male,2,90.0,2,20,1,Graduation,7,273.73,Driving License,8,813,2.0,Vision-Analytics,43284,5311
Full-time,Ocean Side,Unpaid,Tesla,badminton,male,3,37.0,2,29,0,Masters,0,280.73,Driving License,8,188,2.0,Vision-Analytics,40432,5314
Full-time,Ocean Side,Paid,Tesla,polo,female,3,41.0,4,37,1,Masters,4,,Driving License,8,55,2.0,Vision-Analytics,26066,5315
Full-time,Ocean Side,Paid,Tesla,swimming,male,4,87.0,1,28,1,Masters,0,409.73,Driving License,8,149,2.0,Vision-Analytics,40724,5316
Part-time,Ocean Side,Paid,Tesla,cricket,male,2,53.0,2,34,1,Graduation,4,9341.73,Driving License,8,95,2.0,Vision-Analytics,17464,5317
Part-time,Ocean Side,Paid,Tesla,,male,1,,3,40,0,High School,6,2830.73,Driving License,8,25,2.0,Vision-Analytics,46921,5319
Part-time,,Paid,Tesla,cricket,female,3,40.0,2,37,0,Graduation,4,560.73,Driving License,8,60,2.0,,36495,5320
Full-time,Ocean Side,Paid,Tesla,badminton,female,3,84.0,2,23,1,Graduation,5,2038.73,Driving License,8,132,2.0,Vision-Analytics,44331,5321
Full-time,Ocean Side,Unpaid,Tesla,soccer,male,4,99.0,2,32,0,High School,7,844.73,Driving License,8,199,2.0,Vision-Analytics,28409,5322
Full-time,Ocean Side,Unpaid,Tesla,swimming,female,4,76.0,4,29,1,Masters,3,273.73,Driving License,8,178,2.0,Vision-Analytics,18258,5323
Part-time,Ocean Side,Paid,Tesla,polo,male,4,47.0,4,42,1,,7,273.73,Driving License,8,351,2.0,Vision-Analytics,37670,5325
Part-time,Ocean Side,Unpaid,Tesla,basketball,male,3,75.0,5,26,0,Graduation,7,332.73,Driving License,8,290,2.0,Vision-Analytics,48948,5326
Full-time,Ocean Side,Paid,Tesla,basketball,male,2,2.0,5,26,1,Masters,4,643.73,Driving License,8,105,2.0,,46543,5327
Part-time,,Paid,Tesla,swimming,female,1,,2,29,0,Masters,8,273.73,Driving License,8,272,2.0,Vision-Analytics,31512,5328
